TOUCH   waitFrame = 21
TOUCH   waitFrame = 127
154,242,0,0,NORTH,104.0362,TOUCH,11
158,240,4,-2,SOUTHEAST,-26.56505,SWIPE,12
158,238,0,-2,SOUTH,-90,SWIPE,13
158,234,0,-4,SOUTH,-90,SWIPE,14
156,228,-2,-6,SOUTH,-108.435,SWIPE,15
146,222,-10,-6,SOUTHWEST,-149.0362,SWIPE,16
132,214,-14,-8,SOUTHWEST,-150.2551,SWIPE,17
114,202,-18,-12,SOUTHWEST,-146.3099,SWIPE,18
100,188,-14,-14,SOUTHWEST,-135,SWIPE,19
96,184,-4,-4,SOUTHWEST,-135,SWIPE,20
96,174,0,-10,SOUTH,-90,SWIPE,21
98,160,2,-14,SOUTH,-81.8699,SWIPE,22
120,132,22,-28,SOUTHEAST,-51.84278,SWIPE,23
138,118,18,-14,SOUTHEAST,-37.87498,SWIPE,24
166,104,28,-14,SOUTHEAST,-26.56505,SWIPE,25
198,98,32,-6,EAST,-10.61965,SWIPE,26
224,98,26,0,EAST,0,SWIPE,27
242,104,18,6,EAST,18.43495,SWIPE,28
246,112,4,8,NORTHEAST,63.43495,SWIPE,29
244,124,-2,12,NORTH,99.46233,SWIPE,30
236,138,-8,14,NORTHWEST,119.7449,SWIPE,31
218,156,-18,18,NORTHWEST,119.7449,SWIPE,32
198,170,-20,14,NORTHWEST,145.008,SWIPE,33
164,192,-34,22,NORTHWEST,147.0948,SWIPE,34
150,198,-14,6,NORTHWEST,156.8014,SWIPE,35
SEPARATE   holdFrame = 25
